index,Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
382,2018/2019,CA,Golf,1015.0,930.0,11023.0,8862.0
383,2018/2019,CA,Gymnastics,3.0,54.0,5.0,772.0
384,2018/2019,CA,Heptathlon,0.0,0.0,0.0,0.0
385,2018/2019,CA,Ice Hockey,29.0,3.0,495.0,29.0
386,2018/2019,CA,Judo,0.0,0.0,0.0,0.0
387,2018/2019,CA,Kayaking,0.0,0.0,0.0,0.0
388,2018/2019,CA,Lacrosse,273.0,279.0,10189.0,9840.0
389,2018/2019,CA,Martial Arts,2.0,2.0,42.0,42.0
390,2018/2019,CA,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
391,2018/2019,CA,Mt. Biking,27.0,24.0,308.0,121.0
392,2018/2019,CA,Native Youth Olympics,0.0,0.0,0.0,0.0
393,2018/2019,CA,Riflery,6.0,5.0,63.0,47.0
394,2018/2019,CA,Rock Climbing,2.0,2.0,47.0,49.0
395,2018/2019,CA,Rodeo,8.0,10.0,35.0,49.0
396,2018/2019,CA,Roller Hockey,25.0,8.0,207.0,66.0
397,2018/2019,CA,Rugby,27.0,11.0,896.0,264.0
398,2018/2019,CA,Rythmic Gymnastics,0.0,0.0,0.0,0.0
399,2018/2019,CA,Sailing,22.0,20.0,188.0,120.0
400,2018/2019,CA,Sand Volleyball,31.0,64.0,683.0,1286.0
401,2018/2019,CA,Skiing -- Alpine,22.0,20.0,221.0,150.0
402,2018/2019,CA,Skiing -- Cross Country,35.0,5.0,43.0,35.0
403,2018/2019,CA,Snowboarding,19.0,18.0,216.0,110.0
404,2018/2019,CA,Soccer,1393.0,1376.0,54996.0,49342.0
405,2018/2019,CA,Softball -- Fast Pitch,67.0,1442.0,1712.0,32233.0
406,2018/2019,CA,Softball -- Slow Pitch,1.0,2.0,12.0,20.0
407,2018/2019,CA,Soft Tennis,0.0,0.0,0.0,0.0
408,2018/2019,CA,Squash,5.0,4.0,59.0,45.0
409,2018/2019,CA,Surfing,52.0,43.0,1034.0,462.0
410,2018/2019,CA,Swimming & Diving,973.0,985.0,21822.0,29576.0
411,2018/2019,CA,Synchronized Swimming,0.0,0.0,0.0,0.0
412,2018/2019,CA,Team Tennis,0.0,0.0,0.0,0.0
413,2018/2019,CA,Tennis,980.0,1039.0,19230.0,23546.0
414,2018/2019,CA,Track and Field -- Indoor,0.0,0.0,0.0,0.0
415,2018/2019,CA,Track and Field -- Outdoor,1261.0,1270.0,55335.0,45235.0
416,2018/2019,CA,Trap Shooting,24.0,22.0,297.0,132.0
417,2018/2019,CA,Ultimate Frisbee,6.0,4.0,91.0,48.0
418,2018/2019,CA,Unified Basketball,0.0,0.0,0.0,0.0
419,2018/2019,CA,Unified Flag Football,0.0,0.0,0.0,0.0
420,2018/2019,CA,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
421,2018/2019,CA,Volleyball,944.0,1483.0,22224.0,45997.0
422,2018/2019,CA,Water Polo,619.0,626.0,17304.0,16568.0
423,2018/2019,CA,Weight Lifting,11.0,9.0,565.0,228.0
424,2018/2019,CA,Wrestling,904.0,759.0,22602.0,6014.0
425,2018/2019,CO,Adapted Basketball,0.0,0.0,0.0,0.0
426,2018/2019,CO,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
427,2018/2019,CO,Adapted Bowling,0.0,0.0,0.0,0.0
428,2018/2019,CO,Adapted Floor Hockey,0.0,0.0,0.0,0.0
429,2018/2019,CO,Adapted Football,0.0,0.0,0.0,0.0
430,2018/2019,CO,Adapted Soccer,0.0,0.0,0.0,0.0
431,2018/2019,CO,Adapted Softball,0.0,0.0,0.0,0.0
432,2018/2019,CO,Adapted Track,0.0,0.0,0.0,0.0
433,2018/2019,CO,Adapted Volleyball,0.0,0.0,0.0,0.0
434,2018/2019,CO,Adaptive Corn Toss,0.0,0.0,0.0,0.0
435,2018/2019,CO,Adaptive Golf,0.0,0.0,0.0,0.0
436,2018/2019,CO,Adaptive Handball,0.0,0.0,0.0,0.0
437,2018/2019,CO,Adaptive Strength Training,0.0,0.0,0.0,0.0
438,2018/2019,CO,Adaptive Tennis,0.0,0.0,0.0,0.0
439,2018/2019,CO,Air Riflery,0.0,0.0,0.0,0.0
440,2018/2019,CO,Archery,0.0,0.0,0.0,0.0
441,2018/2019,CO,Badminton,0.0,0.0,0.0,0.0
442,2018/2019,CO,Baseball,286.0,0.0,7825.0,183.0
443,2018/2019,CO,Basketball,336.0,333.0,11723.0,9045.0
444,2018/2019,CO,Bass Fishing,0.0,0.0,0.0,0.0
445,2018/2019,CO,Beach Volleyball,0.0,0.0,0.0,0.0
446,2018/2019,CO,Bocce - Outdoor,0.0,0.0,0.0,0.0
447,2018/2019,CO,Bowling,0.0,0.0,0.0,0.0
448,2018/2019,CO,Canoe Paddling,0.0,0.0,0.0,0.0
449,2018/2019,CO,Competitive Spirit* (Boys who cheer/Girls who cheer),69.0,186.0,181.0,4825.0
450,2018/2019,CO,Crew,0.0,0.0,0.0,0.0
451,2018/2019,CO,Cross Country,247.0,245.0,4122.0,4001.0
452,2018/2019,CO,Cycling,0.0,0.0,0.0,0.0
453,2018/2019,CO,Dance,0.0,0.0,0.0,0.0
454,2018/2019,CO,Dance/Drill,0.0,0.0,0.0,0.0
455,2018/2019,CO,"Dance Team, High Kick",0.0,0.0,0.0,0.0
456,2018/2019,CO,"Dance Team, Jazz",0.0,0.0,0.0,0.0
457,2018/2019,CO,Decathlon,0.0,0.0,0.0,0.0
458,2018/2019,CO,Drill Team,0.0,0.0,0.0,0.0
459,2018/2019,CO,Equestrian,0.0,0.0,0.0,0.0
460,2018/2019,CO,Fencing,0.0,0.0,0.0,0.0
461,2018/2019,CO,Field Hockey,0.0,15.0,0.0,636.0
462,2018/2019,CO,Figure Skating,0.0,0.0,0.0,0.0
463,2018/2019,CO,Flag Football,0.0,0.0,0.0,0.0
464,2018/2019,CO,Football -- 11-Player,222.0,0.0,15593.0,141.0
465,2018/2019,CO,Football -- 6-player,37.0,0.0,543.0,9.0
466,2018/2019,CO,Football -- 8-player,38.0,0.0,751.0,8.0
467,2018/2019,CO,Football -- 9-player,0.0,0.0,0.0,0.0
468,2018/2019,CO,Golf,196.0,177.0,2167.0,1541.0
469,2018/2019,CO,Gymnastics,0.0,43.0,0.0,532.0
470,2018/2019,CO,Heptathlon,0.0,0.0,0.0,0.0
471,2018/2019,CO,Ice Hockey,65.0,0.0,1042.0,22.0
472,2018/2019,CO,Judo,0.0,0.0,0.0,0.0
473,2018/2019,CO,Kayaking,0.0,0.0,0.0,0.0
474,2018/2019,CO,Lacrosse,113.0,85.0,3179.0,1534.0
475,2018/2019,CO,Martial Arts,0.0,0.0,0.0,0.0
476,2018/2019,CO,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
477,2018/2019,CO,Mt. Biking,0.0,0.0,0.0,0.0
478,2018/2019,CO,Native Youth Olympics,0.0,0.0,0.0,0.0
479,2018/2019,CO,Riflery,0.0,0.0,0.0,0.0
480,2018/2019,CO,Rock Climbing,0.0,0.0,0.0,0.0
481,2018/2019,CO,Rodeo,0.0,0.0,0.0,0.0
482,2018/2019,CO,Roller Hockey,0.0,0.0,0.0,0.0
483,2018/2019,CO,Rugby,0.0,0.0,0.0,0.0
484,2018/2019,CO,Rythmic Gymnastics,0.0,0.0,0.0,0.0
485,2018/2019,CO,Sailing,0.0,0.0,0.0,0.0
486,2018/2019,CO,Sand Volleyball,0.0,0.0,0.0,0.0
487,2018/2019,CO,Skiing -- Alpine,14.0,14.0,135.0,171.0
488,2018/2019,CO,Skiing -- Cross Country,14.0,14.0,112.0,103.0
489,2018/2019,CO,Snowboarding,0.0,0.0,0.0,0.0
490,2018/2019,CO,Soccer,230.0,233.0,8241.0,6829.0
491,2018/2019,CO,Softball -- Fast Pitch,0.0,252.0,0.0,4164.0
492,2018/2019,CO,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
493,2018/2019,CO,Soft Tennis,0.0,0.0,0.0,0.0
494,2018/2019,CO,Squash,0.0,0.0,0.0,0.0
495,2018/2019,CO,Surfing,0.0,0.0,0.0,0.0
496,2018/2019,CO,Swimming & Diving,127.0,155.0,1722.0,4600.0
497,2018/2019,CO,Synchronized Swimming,0.0,0.0,0.0,0.0
498,2018/2019,CO,Team Tennis,0.0,0.0,0.0,0.0
499,2018/2019,CO,Tennis,62.0,185.0,3083.0,4053.0
500,2018/2019,CO,Track and Field -- Indoor,0.0,0.0,0.0,0.0
501,2018/2019,CO,Track and Field -- Outdoor,298.0,300.0,10243.0,7621.0
502,2018/2019,CO,Trap Shooting,0.0,0.0,0.0,0.0
503,2018/2019,CO,Ultimate Frisbee,0.0,0.0,0.0,0.0
504,2018/2019,CO,Unified Basketball,0.0,0.0,0.0,0.0
505,2018/2019,CO,Unified Flag Football,0.0,0.0,0.0,0.0
506,2018/2019,CO,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
507,2018/2019,CO,Volleyball,0.0,323.0,0.0,11672.0
508,2018/2019,CO,Water Polo,0.0,0.0,0.0,0.0
509,2018/2019,CO,Weight Lifting,0.0,0.0,0.0,0.0
510,2018/2019,CO,Wrestling,235.0,0.0,5290.0,140.0
511,2018/2019,CT,Adapted Basketball,0.0,0.0,0.0,0.0
512,2018/2019,CT,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
513,2018/2019,CT,Adapted Bowling,0.0,0.0,0.0,0.0
514,2018/2019,CT,Adapted Floor Hockey,0.0,0.0,0.0,0.0
515,2018/2019,CT,Adapted Football,0.0,0.0,0.0,0.0
516,2018/2019,CT,Adapted Soccer,0.0,0.0,0.0,0.0
517,2018/2019,CT,Adapted Softball,0.0,0.0,0.0,0.0
518,2018/2019,CT,Adapted Track,0.0,0.0,0.0,0.0
519,2018/2019,CT,Adapted Volleyball,0.0,0.0,0.0,0.0
520,2018/2019,CT,Adaptive Corn Toss,0.0,0.0,0.0,0.0
521,2018/2019,CT,Adaptive Golf,0.0,0.0,0.0,0.0
522,2018/2019,CT,Adaptive Handball,0.0,0.0,0.0,0.0
523,2018/2019,CT,Adaptive Strength Training,0.0,0.0,0.0,0.0
524,2018/2019,CT,Adaptive Tennis,0.0,0.0,0.0,0.0
525,2018/2019,CT,Air Riflery,0.0,0.0,0.0,0.0
526,2018/2019,CT,Archery,0.0,0.0,0.0,0.0
527,2018/2019,CT,Badminton,0.0,0.0,0.0,0.0
528,2018/2019,CT,Baseball,177.0,0.0,5663.0,17.0
529,2018/2019,CT,Basketball,183.0,181.0,5349.0,3718.0
530,2018/2019,CT,Bass Fishing,0.0,0.0,0.0,0.0
531,2018/2019,CT,Beach Volleyball,0.0,0.0,0.0,0.0
532,2018/2019,CT,Bocce - Outdoor,0.0,0.0,0.0,0.0
533,2018/2019,CT,Bowling,0.0,0.0,0.0,0.0
534,2018/2019,CT,Canoe Paddling,0.0,0.0,0.0,0.0
535,2018/2019,CT,Competitive Spirit* (Boys who cheer/Girls who cheer),41.0,152.0,168.0,2902.0
536,2018/2019,CT,Crew,0.0,0.0,0.0,0.0
537,2018/2019,CT,Cross Country,174.0,172.0,4038.0,2731.0
538,2018/2019,CT,Cycling,0.0,0.0,0.0,0.0
539,2018/2019,CT,Dance,0.0,0.0,0.0,0.0
540,2018/2019,CT,Dance/Drill,0.0,0.0,0.0,0.0
541,2018/2019,CT,"Dance Team, High Kick",0.0,0.0,0.0,0.0
542,2018/2019,CT,"Dance Team, Jazz",0.0,0.0,0.0,0.0
543,2018/2019,CT,Decathlon,0.0,0.0,0.0,0.0
544,2018/2019,CT,Drill Team,0.0,0.0,0.0,0.0
545,2018/2019,CT,Equestrian,0.0,0.0,0.0,0.0
546,2018/2019,CT,Fencing,0.0,0.0,0.0,0.0
547,2018/2019,CT,Field Hockey,0.0,80.0,0.0,3211.0
548,2018/2019,CT,Figure Skating,0.0,0.0,0.0,0.0
549,2018/2019,CT,Flag Football,0.0,0.0,0.0,0.0
550,2018/2019,CT,Football -- 11-Player,144.0,0.0,9017.0,42.0
551,2018/2019,CT,Football -- 6-player,0.0,0.0,0.0,0.0
552,2018/2019,CT,Football -- 8-player,0.0,0.0,0.0,0.0
553,2018/2019,CT,Football -- 9-player,0.0,0.0,0.0,0.0
554,2018/2019,CT,Golf,55.0,54.0,1589.0,713.0
555,2018/2019,CT,Gymnastics,0.0,54.0,0.0,458.0
556,2018/2019,CT,Heptathlon,0.0,0.0,0.0,0.0
557,2018/2019,CT,Ice Hockey,56.0,0.0,1471.0,21.0
558,2018/2019,CT,Judo,0.0,0.0,0.0,0.0
559,2018/2019,CT,Kayaking,0.0,0.0,0.0,0.0
560,2018/2019,CT,Lacrosse,99.0,94.0,4035.0,3904.0
561,2018/2019,CT,Martial Arts,0.0,0.0,0.0,0.0
562,2018/2019,CT,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
563,2018/2019,CT,Mt. Biking,0.0,0.0,0.0,0.0
564,2018/2019,CT,Native Youth Olympics,0.0,0.0,0.0,0.0
565,2018/2019,CT,Riflery,0.0,0.0,0.0,0.0
566,2018/2019,CT,Rock Climbing,0.0,0.0,0.0,0.0
567,2018/2019,CT,Rodeo,0.0,0.0,0.0,0.0
568,2018/2019,CT,Roller Hockey,0.0,0.0,0.0,0.0
569,2018/2019,CT,Rugby,0.0,0.0,0.0,0.0
570,2018/2019,CT,Rythmic Gymnastics,0.0,0.0,0.0,0.0
571,2018/2019,CT,Sailing,0.0,0.0,0.0,0.0
572,2018/2019,CT,Sand Volleyball,0.0,0.0,0.0,0.0
573,2018/2019,CT,Skiing -- Alpine,0.0,0.0,0.0,0.0
574,2018/2019,CT,Skiing -- Cross Country,0.0,0.0,0.0,0.0
575,2018/2019,CT,Snowboarding,0.0,0.0,0.0,0.0
576,2018/2019,CT,Soccer,177.0,164.0,7030.0,5661.0
577,2018/2019,CT,Softball -- Fast Pitch,0.0,179.0,0.0,3897.0
578,2018/2019,CT,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
579,2018/2019,CT,Soft Tennis,0.0,0.0,0.0,0.0
580,2018/2019,CT,Squash,0.0,0.0,0.0,0.0
581,2018/2019,CT,Surfing,0.0,0.0,0.0,0.0
582,2018/2019,CT,Swimming & Diving,109.0,95.0,1872.0,2615.0
583,2018/2019,CT,Synchronized Swimming,0.0,0.0,0.0,0.0
584,2018/2019,CT,Team Tennis,0.0,0.0,0.0,0.0
585,2018/2019,CT,Tennis,132.0,141.0,2312.0,3316.0
586,2018/2019,CT,Track and Field -- Indoor,160.0,160.0,5095.0,4628.0
587,2018/2019,CT,Track and Field -- Outdoor,176.0,175.0,7749.0,6630.0
588,2018/2019,CT,Trap Shooting,0.0,0.0,0.0,0.0
589,2018/2019,CT,Ultimate Frisbee,0.0,0.0,0.0,0.0
590,2018/2019,CT,Unified Basketball,0.0,0.0,0.0,0.0
591,2018/2019,CT,Unified Flag Football,0.0,0.0,0.0,0.0
592,2018/2019,CT,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
593,2018/2019,CT,Volleyball,39.0,166.0,929.0,4968.0
594,2018/2019,CT,Water Polo,0.0,0.0,0.0,0.0
595,2018/2019,CT,Weight Lifting,0.0,0.0,0.0,0.0
596,2018/2019,CT,Wrestling,124.0,0.0,2307.0,131.0
597,2018/2019,DC,Adapted Basketball,0.0,0.0,0.0,0.0
598,2018/2019,DC,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
599,2018/2019,DC,Adapted Bowling,0.0,0.0,0.0,0.0
600,2018/2019,DC,Adapted Floor Hockey,0.0,0.0,0.0,0.0
601,2018/2019,DC,Adapted Football,0.0,0.0,0.0,0.0
602,2018/2019,DC,Adapted Soccer,0.0,0.0,0.0,0.0
603,2018/2019,DC,Adapted Softball,0.0,0.0,0.0,0.0
604,2018/2019,DC,Adapted Track,0.0,0.0,0.0,0.0
605,2018/2019,DC,Adapted Volleyball,0.0,0.0,0.0,0.0
606,2018/2019,DC,Adaptive Corn Toss,0.0,0.0,0.0,0.0
607,2018/2019,DC,Adaptive Golf,0.0,0.0,0.0,0.0
608,2018/2019,DC,Adaptive Handball,0.0,0.0,0.0,0.0
609,2018/2019,DC,Adaptive Strength Training,0.0,0.0,0.0,0.0
610,2018/2019,DC,Adaptive Tennis,0.0,0.0,0.0,0.0
611,2018/2019,DC,Air Riflery,0.0,0.0,0.0,0.0
612,2018/2019,DC,Archery,1.0,1.0,10.0,4.0
613,2018/2019,DC,Badminton,0.0,0.0,0.0,0.0
614,2018/2019,DC,Baseball,34.0,0.0,753.0,0.0
615,2018/2019,DC,Basketball,46.0,41.0,1164.0,666.0
616,2018/2019,DC,Bass Fishing,0.0,0.0,0.0,0.0
617,2018/2019,DC,Beach Volleyball,0.0,0.0,0.0,0.0
618,2018/2019,DC,Bocce - Outdoor,0.0,0.0,0.0,0.0
619,2018/2019,DC,Bowling,2.0,13.0,9.0,75.0
620,2018/2019,DC,Canoe Paddling,0.0,1.0,0.0,6.0
621,2018/2019,DC,Competitive Spirit* (Boys who cheer/Girls who cheer),0.0,13.0,0.0,229.0
622,2018/2019,DC,Crew,2.0,8.0,234.0,320.0
623,2018/2019,DC,Cross Country,33.0,30.0,505.0,438.0
624,2018/2019,DC,Cycling,1.0,1.0,7.0,17.0
625,2018/2019,DC,Dance,0.0,1.0,0.0,13.0
626,2018/2019,DC,Dance/Drill,0.0,0.0,0.0,0.0
627,2018/2019,DC,"Dance Team, High Kick",0.0,0.0,0.0,0.0
628,2018/2019,DC,"Dance Team, Jazz",0.0,0.0,0.0,0.0
629,2018/2019,DC,Decathlon,0.0,0.0,0.0,0.0
630,2018/2019,DC,Drill Team,0.0,0.0,0.0,0.0
631,2018/2019,DC,Equestrian,0.0,1.0,0.0,14.0
632,2018/2019,DC,Fencing,2.0,0.0,25.0,0.0
633,2018/2019,DC,Field Hockey,0.0,7.0,0.0,255.0
634,2018/2019,DC,Figure Skating,0.0,0.0,0.0,0.0
635,2018/2019,DC,Flag Football,1.0,16.0,16.0,221.0
636,2018/2019,DC,Football -- 11-Player,29.0,0.0,1456.0,0.0
637,2018/2019,DC,Football -- 6-player,0.0,0.0,0.0,0.0
638,2018/2019,DC,Football -- 8-player,1.0,0.0,12.0,0.0
639,2018/2019,DC,Football -- 9-player,0.0,0.0,0.0,0.0
640,2018/2019,DC,Golf,18.0,11.0,133.0,35.0
641,2018/2019,DC,Gymnastics,0.0,0.0,0.0,0.0
642,2018/2019,DC,Heptathlon,0.0,0.0,0.0,0.0
643,2018/2019,DC,Ice Hockey,4.0,2.0,142.0,89.0
644,2018/2019,DC,Judo,0.0,0.0,0.0,0.0
645,2018/2019,DC,Kayaking,0.0,0.0,0.0,0.0
646,2018/2019,DC,Lacrosse,12.0,9.0,429.0,301.0
647,2018/2019,DC,Martial Arts,1.0,1.0,4.0,4.0
648,2018/2019,DC,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
649,2018/2019,DC,Mt. Biking,0.0,0.0,0.0,0.0
650,2018/2019,DC,Native Youth Olympics,0.0,0.0,0.0,0.0
651,2018/2019,DC,Riflery,0.0,0.0,0.0,0.0
652,2018/2019,DC,Rock Climbing,3.0,3.0,42.0,24.0
653,2018/2019,DC,Rodeo,0.0,0.0,0.0,0.0
654,2018/2019,DC,Roller Hockey,0.0,0.0,0.0,0.0
655,2018/2019,DC,Rugby,2.0,0.0,250.0,0.0
656,2018/2019,DC,Rythmic Gymnastics,0.0,0.0,0.0,0.0
657,2018/2019,DC,Sailing,0.0,0.0,0.0,0.0
658,2018/2019,DC,Sand Volleyball,0.0,0.0,0.0,0.0
659,2018/2019,DC,Skiing -- Alpine,0.0,0.0,0.0,0.0
660,2018/2019,DC,Skiing -- Cross Country,1.0,1.0,30.0,27.0
661,2018/2019,DC,Snowboarding,5.0,5.0,133.0,43.0
662,2018/2019,DC,Soccer,30.0,31.0,910.0,700.0
663,2018/2019,DC,Softball -- Fast Pitch,0.0,21.0,0.0,349.0
664,2018/2019,DC,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
665,2018/2019,DC,Soft Tennis,0.0,0.0,0.0,0.0
666,2018/2019,DC,Squash,3.0,3.0,33.0,45.0
667,2018/2019,DC,Surfing,0.0,0.0,0.0,0.0
668,2018/2019,DC,Swimming & Diving,18.0,18.0,269.0,267.0
669,2018/2019,DC,Synchronized Swimming,0.0,0.0,0.0,0.0
670,2018/2019,DC,Team Tennis,0.0,0.0,0.0,0.0
671,2018/2019,DC,Tennis,19.0,19.0,250.0,170.0
672,2018/2019,DC,Track and Field -- Indoor,29.0,30.0,489.0,392.0
673,2018/2019,DC,Track and Field -- Outdoor,41.0,34.0,708.0,516.0
674,2018/2019,DC,Trap Shooting,0.0,0.0,0.0,0.0
675,2018/2019,DC,Ultimate Frisbee,11.0,14.0,256.0,185.0
676,2018/2019,DC,Unified Basketball,0.0,0.0,0.0,0.0
677,2018/2019,DC,Unified Flag Football,0.0,0.0,0.0,0.0
678,2018/2019,DC,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
679,2018/2019,DC,Volleyball,0.0,36.0,0.0,676.0
680,2018/2019,DC,Water Polo,0.0,0.0,0.0,0.0
681,2018/2019,DC,Weight Lifting,3.0,0.0,40.0,0.0
682,2018/2019,DC,Wrestling,9.0,2.0,183.0,7.0
683,2018/2019,DE,Adapted Basketball,0.0,0.0,0.0,0.0
684,2018/2019,DE,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
685,2018/2019,DE,Adapted Bowling,0.0,0.0,0.0,0.0
686,2018/2019,DE,Adapted Floor Hockey,0.0,0.0,0.0,0.0
687,2018/2019,DE,Adapted Football,0.0,0.0,0.0,0.0
688,2018/2019,DE,Adapted Soccer,0.0,0.0,0.0,0.0
689,2018/2019,DE,Adapted Softball,0.0,0.0,0.0,0.0
690,2018/2019,DE,Adapted Track,0.0,0.0,0.0,0.0
691,2018/2019,DE,Adapted Volleyball,0.0,0.0,0.0,0.0
692,2018/2019,DE,Adaptive Corn Toss,0.0,0.0,0.0,0.0
693,2018/2019,DE,Adaptive Golf,0.0,0.0,0.0,0.0
694,2018/2019,DE,Adaptive Handball,0.0,0.0,0.0,0.0
695,2018/2019,DE,Adaptive Strength Training,0.0,0.0,0.0,0.0
696,2018/2019,DE,Adaptive Tennis,0.0,0.0,0.0,0.0
697,2018/2019,DE,Air Riflery,0.0,0.0,0.0,0.0
698,2018/2019,DE,Archery,0.0,0.0,0.0,0.0
699,2018/2019,DE,Badminton,0.0,0.0,0.0,0.0
700,2018/2019,DE,Baseball,50.0,0.0,1411.0,0.0
701,2018/2019,DE,Basketball,56.0,56.0,1604.0,1058.0
702,2018/2019,DE,Bass Fishing,0.0,0.0,0.0,0.0
703,2018/2019,DE,Beach Volleyball,0.0,0.0,0.0,0.0
704,2018/2019,DE,Bocce - Outdoor,0.0,0.0,0.0,0.0
705,2018/2019,DE,Bowling,1.0,1.0,9.0,2.0
706,2018/2019,DE,Canoe Paddling,0.0,0.0,0.0,0.0
707,2018/2019,DE,Competitive Spirit* (Boys who cheer/Girls who cheer),0.0,0.0,0.0,0.0
708,2018/2019,DE,Crew,3.0,5.0,92.0,137.0
709,2018/2019,DE,Cross Country,51.0,51.0,1060.0,775.0
710,2018/2019,DE,Cycling,0.0,0.0,0.0,0.0
711,2018/2019,DE,Dance,0.0,0.0,0.0,0.0
712,2018/2019,DE,Dance/Drill,0.0,0.0,0.0,0.0
713,2018/2019,DE,"Dance Team, High Kick",0.0,0.0,0.0,0.0
714,2018/2019,DE,"Dance Team, Jazz",0.0,0.0,0.0,0.0
715,2018/2019,DE,Decathlon,0.0,0.0,0.0,0.0
716,2018/2019,DE,Drill Team,0.0,0.0,0.0,0.0
717,2018/2019,DE,Equestrian,0.0,0.0,0.0,0.0
718,2018/2019,DE,Fencing,0.0,0.0,0.0,0.0
719,2018/2019,DE,Field Hockey,0.0,50.0,0.0,1483.0
720,2018/2019,DE,Figure Skating,0.0,0.0,0.0,0.0
721,2018/2019,DE,Flag Football,0.0,0.0,0.0,0.0
722,2018/2019,DE,Football -- 11-Player,45.0,6.0,2843.0,8.0
723,2018/2019,DE,Football -- 6-player,0.0,0.0,0.0,0.0
724,2018/2019,DE,Football -- 8-player,0.0,0.0,0.0,0.0
725,2018/2019,DE,Football -- 9-player,0.0,0.0,0.0,0.0
726,2018/2019,DE,Golf,44.0,32.0,334.0,161.0
727,2018/2019,DE,Gymnastics,0.0,0.0,0.0,0.0
728,2018/2019,DE,Heptathlon,0.0,0.0,0.0,0.0
729,2018/2019,DE,Ice Hockey,11.0,2.0,116.0,2.0
730,2018/2019,DE,Judo,0.0,0.0,0.0,0.0
731,2018/2019,DE,Kayaking,0.0,0.0,0.0,0.0
732,2018/2019,DE,Lacrosse,44.0,37.0,1545.0,981.0
733,2018/2019,DE,Martial Arts,0.0,0.0,0.0,0.0
734,2018/2019,DE,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
735,2018/2019,DE,Mt. Biking,0.0,0.0,0.0,0.0
736,2018/2019,DE,Native Youth Olympics,0.0,0.0,0.0,0.0
737,2018/2019,DE,Riflery,0.0,0.0,0.0,0.0
738,2018/2019,DE,Rock Climbing,0.0,0.0,0.0,0.0
739,2018/2019,DE,Rodeo,0.0,0.0,0.0,0.0
740,2018/2019,DE,Roller Hockey,0.0,0.0,0.0,0.0
741,2018/2019,DE,Rugby,2.0,0.0,85.0,0.0
742,2018/2019,DE,Rythmic Gymnastics,0.0,0.0,0.0,0.0
743,2018/2019,DE,Sailing,1.0,1.0,8.0,3.0
744,2018/2019,DE,Sand Volleyball,0.0,0.0,0.0,0.0
745,2018/2019,DE,Skiing -- Alpine,0.0,0.0,0.0,0.0
746,2018/2019,DE,Skiing -- Cross Country,0.0,0.0,0.0,0.0
747,2018/2019,DE,Snowboarding,0.0,0.0,0.0,0.0
748,2018/2019,DE,Soccer,54.0,48.0,2062.0,1526.0
749,2018/2019,DE,Softball -- Fast Pitch,0.0,46.0,0.0,1022.0
750,2018/2019,DE,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
751,2018/2019,DE,Soft Tennis,0.0,0.0,0.0,0.0
752,2018/2019,DE,Squash,2.0,2.0,42.0,28.0
753,2018/2019,DE,Surfing,0.0,0.0,0.0,0.0
754,2018/2019,DE,Swimming & Diving,39.0,39.0,670.0,736.0
755,2018/2019,DE,Synchronized Swimming,0.0,0.0,0.0,0.0
756,2018/2019,DE,Team Tennis,0.0,0.0,0.0,0.0
757,2018/2019,DE,Tennis,34.0,36.0,485.0,552.0
758,2018/2019,DE,Track and Field -- Indoor,41.0,42.0,892.0,843.0
759,2018/2019,DE,Track and Field -- Outdoor,43.0,44.0,1399.0,1110.0
760,2018/2019,DE,Trap Shooting,0.0,0.0,0.0,0.0
761,2018/2019,DE,Ultimate Frisbee,0.0,0.0,0.0,0.0
762,2018/2019,DE,Unified Basketball,13.0,12.0,100.0,47.0
763,2018/2019,DE,Unified Flag Football,12.0,12.0,111.0,37.0
764,2018/2019,DE,Unified Track and Field -- Outdoor,11.0,11.0,56.0,51.0
765,2018/2019,DE,Volleyball,11.0,54.0,184.0,1526.0
766,2018/2019,DE,Water Polo,0.0,0.0,0.0,0.0
767,2018/2019,DE,Weight Lifting,0.0,0.0,0.0,0.0
768,2018/2019,DE,Wrestling,44.0,7.0,872.0,11.0
769,2018/2019,FL,Adapted Basketball,0.0,0.0,0.0,0.0
770,2018/2019,FL,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
771,2018/2019,FL,Adapted Bowling,0.0,0.0,0.0,0.0
772,2018/2019,FL,Adapted Floor Hockey,0.0,0.0,0.0,0.0
773,2018/2019,FL,Adapted Soccer,0.0,0.0,0.0,0.0
